,GRAPH_IDX,NUM_NODES,NUM_EDGES,IS_CONNECTED,LOGRATIO_EDGETONODES,DENSITY,CHROMATIC_NUM,NORM_MIS,SPECTRAL_GAP,LOG_LARGESTEIGVAL,GIRTH,KEMENY_CONSTANT,TRANSITIVITY,LOG_SECONDLARGESTEIGVAL,LOG_SMALLESTEIGVAL,MIN_ECC,MAX_ECC,LOGRATIO_MAXMINECC,GRAPH_ASSORTATIVITY
11,graph_4636.pickle,100,159,1,0.4637340162321402,0.03212121212121212,4,0.6,0.03805441852111624,(0.631217888155993+0j),3,145.08799799,0.07754010695187166,(0.6107673921740849+0j),(-2.0611066084872602+0j),4,7,0.5596157879354227,-0.20805284
12,graph_931.pickle,100,120,1,0.1823215567939546,0.024242424242424242,3,0.46,0.009606493165881691,(0.6851593093501879+0j),5,317.47314661,0.0,(0.6803057820740656+0j),(-3.706811296401906+0j),10,16,0.47000362924573563,0.26251097
13,graph_4039.pickle,100,1309,1,2.5718485799218085,0.2644444444444444,13,0.14,0.006063388637312039,(0.2813181649591453+0j),3,100.92428981,0.2685310968046778,(0.27673108648952405+0j),(-0.38142855803434034+0j),2,3,0.4054651081081644,-0.02774394
14,graph_5991.pickle,100,99,1,-0.01005033585350145,0.02,2,0.59,0.009071202127763245,(0.6931471805599433+0j),inf,370.45959596,0.0,(0.6886012624497325+0j),(-4.702650484743549+0j),6,11,0.6061358035703155,-0.33486305
15,graph_5701.pickle,100,291,1,1.0681530811834012,0.058787878787878785,5,0.4,0.02667073428889366,(0.5442902671048964+0j),3,118.43213941,0.07848101265822785,(0.5286934812163125+0j),(-1.1580861657284192+0j),3,4,0.28768207245178085,-0.10870034
16,graph_1208.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.36,0.04795882164655607,(0.5826442658351921+0j),3,189.08505558,0.26357827476038337,(0.5554979608138865+0j),(-2.810119213297217+0j),6,8,0.28768207245178085,-0.01331789
17,graph_1389.pickle,100,384,1,1.3454723665996355,0.07757575757575758,5,0.31,0.03809736376573403,(0.48378115527269744+0j),3,111.48759287,0.13896457765667575,(0.4600159390724468+0j),(-0.9348155514936957+0j),3,4,0.28768207245178085,-0.17937358
18,graph_4366.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.31,0.02606440313674363,(0.5413271294735307+0j),3,121.3587948,0.0759493670886076,(0.526042064791042+0j),(-1.2968174974581483+0j),4,5,0.22314355131420976,-0.06540964
19,graph_5423.pickle,100,250,1,0.9162907318741551,0.050505050505050504,4,0.31,0.027531466343783784,(0.5630585598184702+0j),3,128.64571181,0.039,(0.5472561599878285+0j),(-1.5567178201159113+0j),4,5,0.22314355131420976,
20,graph_1690.pickle,100,2489,1,3.2144661163795005,0.5028282828282828,20,0.07,0.0029924484344197033,(0.1796096008993853+0j),3,99.00098542,0.5030422158423594,(0.17710599044987954+0j),(-0.21334498344251646+0j),2,2,0.0,-0.01983694
21,graph_1097.pickle,100,100,0,0.0,0.020202020202020204,3,0.51,0.00766068914497775,(0.6931471805599442+0j),9,0.0,0.0,(0.6893094814313537+0j),(-34.33890529687873+0j),0,0,0.0,-0.14216608
22,graph_2687.pickle,100,1843,1,2.9139797716817317,0.37232323232323233,17,0.09,0.009628684888545846,(0.22645245937499497+0j),3,99.72758923,0.37688598768637344,(0.2187453339500846+0j),(-0.2640097166520381+0j),2,2,0.0,-0.0205469
23,graph_2042.pickle,100,100,0,0.0,0.020202020202020204,3,0.51,0.000790321444733344,(0.6931471805599475+0j),4,0.0,0.0,(0.6927519417410081+0j),(-38.34866874653456+3.141592653589793j),0,0,0.0,-0.07526882
24,graph_10.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.29,0.020568010468485554,(0.4741236829571405+0j),3,132.01684597,0.22299872935196952,(0.46123887703708466+0j),(-1.8357269397551463+0j),4,5,0.22314355131420976,0.06746438
25,graph_3763.pickle,100,1982,1,2.986691528901842,0.40040404040404043,16,0.09,0.011346201598253947,(0.22490719243504978+0j),3,99.51875212,0.40050028862805465,(0.2158049253205327+0j),(-0.25465894224925884+0j),2,2,0.0,-0.0220832
26,graph_2984.pickle,100,300,1,1.0986122886681098,0.06060606060606061,6,0.29,0.011173926878524254,(0.5378583708166147+0j),3,119.97674683,0.04,(0.5313114396481309+0j),(-1.215487483124484+0j),4,4,0.0,
27,graph_3205.pickle,100,99,1,-0.01005033585350145,0.02,2,0.67,0.022149478557310198,(0.6931471805599488+0j),inf,269.67171717,0.0,(0.6820106597901683+0j),(-3.8099413241993023+0j),6,10,0.5108256237659907,-0.31307656
28,graph_4912.pickle,100,300,1,1.0986122886681098,0.06060606060606061,6,0.3,0.025215639290917524,(0.500494532865618+0j),3,136.09677626,0.23915816326530612,(0.48508999306284367+0j),(-2.112388912158695+0j),4,6,0.4054651081081644,-0.01378889
29,graph_3872.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.36,0.007448988284342928,(0.5838532156778835+0j),3,158.10876838,0.1465648854961832,(0.5796899244161281+0j),(-2.3124039740200484+0j),5,7,0.3364722366212129,-0.0764671
30,graph_3309.pickle,100,291,1,1.0681530811834012,0.058787878787878785,5,0.38,0.028413429400674373,(0.5265341991993813+0j),3,118.98270774,0.10604770017035775,(0.5096094305515141+0j),(-1.1860660842942663+0j),3,5,0.5108256237659907,-0.12808408
31,graph_4877.pickle,100,100,1,0.0,0.020202020202020204,3,0.51,0.0028445510947165964,(0.6927771276428766+0j),7,1184.87214286,0.0,(0.6913533125370809+0j),(-6.242495011963434+0j),17,33,0.6632942174102642,-0.27472527
32,graph_1960.pickle,100,209,1,0.7371640659767196,0.042222222222222223,4,0.45,0.0398779963928253,(0.5968740961153236+0j),3,130.53669123,0.08847736625514403,(0.5746754927334459+0j),(-1.5126052871456308+0j),3,6,0.6931471805599453,-0.12082835
33,graph_2451.pickle,100,150,1,0.4054651081081644,0.030303030303030304,4,0.39,0.014835136039860863,(0.6563316808073272+0j),4,186.97811792,0.0,(0.648606177234589+0j),(-2.576101488047692+0j),7,9,0.25131442828090617,
34,graph_38.pickle,100,100,0,0.0,0.020202020202020204,3,0.52,8.215650382226158e-15,(0.6931471805599464+0j),10,0.0,0.0,(0.6931471805599423+0j),(-34.856731544924706+0j),0,0,0.0,-0.25213432
35,graph_1575.pickle,100,447,1,1.4973884086254774,0.0903030303030303,7,0.22,0.0173858764406285,(0.39095424795747163+0j),3,118.16870039,0.2990115321252059,(0.3791245523541627+0j),(-1.4115973505063681+0j),3,4,0.28768207245178085,0.02541693
36,graph_2171.pickle,100,402,1,1.3912819026309295,0.08121212121212121,7,0.23,0.016033647070606616,(0.39512057828931524+0j),3,125.37301132,0.33667127071823205,(0.3842615866384261+0j),(-1.8485866761082614+0j),4,5,0.22314355131420976,-0.01851676
37,graph_5003.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.36,0.029128568349874095,(0.6155194761533078+0j),3,144.53153765,0.045,(0.5996543716605619+0j),(-1.8641117771773796+0j),5,6,0.1823215567939546,
38,graph_1462.pickle,100,99,1,-0.01005033585350145,0.02,2,0.63,0.010390933080475229,(0.6931471805599473+0j),inf,336.64141414,0.0,(0.6879381706536547+0j),(-4.566821672275316+0j),5,9,0.5877866649021191,-0.29068287
39,graph_2986.pickle,100,274,1,1.007957920399979,0.055353535353535356,5,0.3,0.028061769593024755,(0.47712649539702656+0j),3,139.95821581,0.24882629107981222,(0.4595589612133105+0j),(-2.062030166765062+0j),4,6,0.4054651081081644,-0.00972877
40,graph_662.pickle,100,269,1,0.9895411936137477,0.054343434343434346,5,0.32,0.005688335824747925,(0.4758443588883692+0j),3,142.73873818,0.25345247766043866,(0.4723035923722954+0j),(-2.0557255041030604+0j),4,6,0.4054651081081644,0.06256612
41,graph_5309.pickle,100,99,1,-0.01005033585350145,0.02,3,0.55,0.007787130547058707,(0.693147180559943+0j),inf,392.23737374,0.0,(0.68924601562822+0j),(-4.855282837783368+0j),6,11,0.6061358035703155,-0.2743997
42,graph_5930.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.28,0.024217649341305325,(0.5186378626199188+0j),3,128.08837772,0.17624763108022742,(0.5041154049275092+0j),(-1.7051112584669368+0j),4,5,0.22314355131420976,0.01258713
43,graph_4467.pickle,100,384,1,1.3454723665996355,0.07757575757575758,5,0.3,0.03828838707494264,(0.4760458965330116+0j),3,111.58393082,0.14813278008298755,(0.4519723551945541+0j),(-0.9249885557353544+0j),3,4,0.28768207245178085,-0.19018726
44,graph_485.pickle,100,379,1,1.332366019094335,0.07656565656565656,8,0.44,0.02856007258104154,(0.483662419829549+0j),3,111.03467954,0.1951538965291421,(0.4658976639535861+0j),(-0.9344595863616663+0j),3,5,0.5108256237659907,-0.06490774
45,graph_3706.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.41,0.029402962898435137,(0.581958874920698+0j),3,165.57093247,0.16792738275340394,(0.5653919438752236+0j),(-2.4266229945708733+0j),5,7,0.3364722366212129,-0.15898902
46,graph_5034.pickle,100,100,1,0.0,0.020202020202020204,3,0.51,0.0004089836206950803,(0.6926106480341172+0j),11,1358.275,0.0,(0.6924060255440698+0j),(-6.5480444544893395+0j),21,40,0.6443570163905132,-0.20195875
47,graph_3363.pickle,100,456,1,1.5173226235262947,0.09212121212121212,6,0.34,0.0329422632304488,(0.4622522079307534+0j),3,108.9971565,0.1551358983409813,(0.4412847919625596+0j),(-0.8559852068548803+0j),3,4,0.28768207245178085,-0.11407082
48,graph_2254.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.35,0.012725218448832898,(0.6032792362754589+0j),3,143.88467464,0.035,(0.5962940121987229+0j),(-1.7312888462949148+0j),5,6,0.1823215567939546,
49,graph_5350.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.29,0.024817317254807847,(0.4957390869929602+0j),3,133.03263876,0.23785166240409208,(0.48050692654358856+0j),(-1.852395340800783+0j),4,6,0.4054651081081644,-0.04255392
50,graph_2762.pickle,100,119,1,0.17395330712343798,0.02404040404040404,3,0.48,0.007754595732977876,(0.6859775822644881+0j),3,325.08725673,0.016574585635359115,(0.6820647406485661+0j),(-3.8624893468722306+0j),10,17,0.5306282510621704,0.23537369
51,graph_1019.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.38,0.0277399936223528,(0.6097868391860044+0j),3,145.22676138,0.061313868613138686,(0.5945962818063195+0j),(-1.8083967368034695+0j),5,6,0.1823215567939546,-0.028245
52,graph_3695.pickle,100,150,1,0.4054651081081644,0.030303030303030304,4,0.4,0.012368700412803912,(0.6569323727314458+0j),3,188.69329265,0.02,(0.6504993047615105+0j),(-2.5234332534931334+0j),7,8,0.13353139262452257,
53,graph_1511.pickle,100,1513,1,2.7166795278002644,0.3056565656565657,13,0.12,0.0026369921570155164,(0.2523608437932658+0j),3,100.35583195,0.30901458241272645,(0.2503098932006337+0j),(-0.3337542680944966+0j),2,2,0.0,0.00221357
54,graph_5032.pickle,100,280,1,1.0296194171811581,0.05656565656565657,6,0.41,0.012610026673301578,(0.5290045269226386+0j),3,118.55894529,0.14139568871026673,(0.5215470723315371+0j),(-1.1626048527336712+0j),3,5,0.5108256237659907,-0.16367132
55,graph_942.pickle,100,150,1,0.4054651081081644,0.030303030303030304,4,0.37,0.027586557170175885,(0.6628003755150977+0j),3,194.00570866,0.01,(0.6484800507955018+0j),(-2.7611825497004805+0j),7,9,0.25131442828090617,
56,graph_4594.pickle,100,420,1,1.4350845252893227,0.08484848484848485,7,0.41,0.017739147003709377,(0.4664634937845858+0j),3,109.61496568,0.18055555555555555,(0.45527484787972694+0j),(-0.8236534063473637+0j),3,4,0.28768207245178085,-0.16147258
57,graph_4705.pickle,100,1115,1,2.411439497906128,0.22525252525252526,10,0.13,0.02698506352221175,(0.3162587762366005+0j),3,101.61574561,0.21924393025908423,(0.29639414937279496+0j),(-0.42247115559484694+0j),2,3,0.4054651081081644,-0.02425986
58,graph_4990.pickle,100,2352,1,3.1578511230304263,0.47515151515151516,19,0.08,0.009895848877340852,(0.20341992442992057+0j),3,99.11840188,0.4761665784623246,(0.19531277534553138+0j),(-0.21445439582861212+0j),2,2,0.0,-0.03357978
59,graph_968.pickle,100,1895,1,2.9418039315284354,0.38282828282828285,15,0.09,0.002282611058151751,(0.22407317366280272+0j),3,99.64190751,0.3812861546256809,(0.22224711537039887+0j),(-0.2697441607860871+0j),2,2,0.0,-0.01516741
60,graph_5446.pickle,100,295,1,1.0818051703517284,0.0595959595959596,5,0.3,0.01619864319630482,(0.46546567436279696+0j),3,133.07059281,0.24039735099337747,(0.45524340520026474+0j),(-1.7076927628516911+0j),4,5,0.22314355131420976,0.0044641
61,graph_1385.pickle,100,158,1,0.4574248470388755,0.03191919191919192,4,0.43,0.006244434415800804,(0.6512054826059309+0j),3,176.44969573,0.024,(0.6479442172029525+0j),(-2.424817489485142+0j),6,9,0.4054651081081644,0.05330394
62,graph_2452.pickle,100,406,1,1.4011829736136412,0.08202020202020202,6,0.23,0.014637250053667783,(0.3970568348323164+0j),3,123.88135518,0.32663316582914576,(0.3871675345470512+0j),(-1.6401910080751625+0j),3,4,0.28768207245178085,-0.00515199
63,graph_4131.pickle,100,2299,1,3.1350593387750902,0.46444444444444444,19,0.07,0.003138966698888801,(0.19154075833290113+0j),3,99.16572993,0.4622524930310084,(0.1889455930363795+0j),(-0.21204422343224286+0j),2,2,0.0,-0.0245901
64,graph_511.pickle,100,138,1,0.3220834991691132,0.027878787878787878,4,0.47,0.0017664715675695941,(0.6561250765752638+0j),3,209.06064539,0.01090909090909091,(0.6552081084207144+0j),(-2.800120369133268+0j),7,10,0.3566749439387324,0.05875666
65,graph_4767.pickle,100,127,1,0.23901690047049992,0.025656565656565655,3,0.55,0.009055807472727606,(0.66490166933586+0j),3,195.81744934,0.020224719101123594,(0.6602331688061511+0j),(-2.831247125779414+0j),5,9,0.5877866649021191,-0.18479465
66,graph_4110.pickle,100,564,1,1.7298840655099674,0.11393939393939394,7,0.3,0.015066633982630862,(0.4087179814567293+0j),3,106.53490904,0.1928134209929721,(0.3986557238112498+0j),(-0.679111480079626+0j),2,3,0.4054651081081644,-0.13775192
67,graph_5515.pickle,100,100,0,0.0,0.020202020202020204,3,0.5,0.0034134352517647404,(0.6931471805599477+0j),3,0.0,0.024,(0.6914390048322566+0j),,0,0,0.0,-0.14572864
68,graph_5859.pickle,100,475,1,1.55814461804655,0.09595959595959595,7,0.3,0.0321290420778404,(0.4500569390668687+0j),3,108.802561,0.16017244238103134,(0.42935899151445006+0j),(-0.8238490137714432+0j),3,4,0.28768207245178085,-0.10018526
69,graph_5551.pickle,100,250,1,0.9162907318741551,0.050505050505050504,5,0.3,0.009323111303803033,(0.5717071066687747+0j),3,129.19879751,0.039,(0.5664297422024585+0j),(-1.6238922033303878+0j),4,5,0.22314355131420976,
70,graph_2633.pickle,100,451,1,1.506297153514587,0.09111111111111111,7,0.22,0.02002939768645917,(0.39502928938695203+0j),3,116.51765799,0.27470461868958107,(0.3814444212840863+0j),(-1.352515982380243+0j),3,4,0.28768207245178085,0.01001225
71,graph_1093.pickle,100,300,1,1.0986122886681098,0.06060606060606061,6,0.31,0.037721917991828446,(0.5531904496266746+0j),3,120.0519017,0.042,(0.5312573396576324+0j),(-1.145582856446689+0j),4,4,0.0,
72,graph_4452.pickle,100,469,1,1.545432582458188,0.09474747474747475,7,0.22,0.01635590663052211,(0.38867796344020655+0j),3,115.32883968,0.27414176339837,(0.37752749864914625+0j),(-1.2875755252004013+0j),3,4,0.28768207245178085,0.05719969
73,graph_4139.pickle,100,475,1,1.55814461804655,0.09595959595959595,6,0.29,0.004382599746531213,(0.43406815079814376+0j),3,108.64611791,0.1527846229669788,(0.43122476563086704+0j),(-0.8017484498120452+0j),3,4,0.28768207245178085,-0.13230083
74,graph_2457.pickle,100,384,1,1.3454723665996355,0.07757575757575758,5,0.38,0.03301003188739671,(0.5009550848039738+0j),3,112.33294093,0.12487386478304743,(0.48074984358107953+0j),(-0.9797919054825728+0j),3,4,0.28768207245178085,-0.10604942
75,graph_4403.pickle,100,1900,1,2.9444389791664403,0.3838383838383838,16,0.09,0.022167810605567606,(0.23366464188857253+0j),3,99.64055655,0.38641538955868177,(0.2159601960620709+0j),(-0.27939858456415256+0j),2,2,0.0,-0.03575536
76,graph_702.pickle,100,150,1,0.4054651081081644,0.030303030303030304,3,0.4,0.02506854873997022,(0.6595008899509314+0j),3,186.33856055,0.01,(0.6464529533440835+0j),(-2.5340396441031703+0j),7,8,0.13353139262452257,
77,graph_4914.pickle,100,475,1,1.55814461804655,0.09595959595959595,6,0.33,0.00745714106775508,(0.4584881640463656+0j),3,108.75123373,0.16436442650939004,(0.45376232116463006+0j),(-0.7524505346625177+0j),3,4,0.28768207245178085,-0.12504718
78,graph_1170.pickle,100,475,1,1.55814461804655,0.09595959595959595,6,0.34,0.01631663953011797,(0.4373510103543549+0j),3,108.24654016,0.16065674390056775,(0.42675872568923107+0j),(-0.7976340443154262+0j),3,4,0.28768207245178085,-0.1893885
79,graph_3759.pickle,100,100,1,0.0,0.020202020202020204,3,0.5,0.001800979660010027,(0.6931471805599475+0j),6,1277.88666667,0.0,(0.6922462850454141+0j),(-6.319424506569761+0j),21,40,0.6443570163905132,-0.13697164
80,graph_2110.pickle,100,382,1,1.3402504226184837,0.07717171717171717,6,0.23,0.019358646150854142,(0.3998645092137714+0j),3,131.28421867,0.3611004967520061,(0.38680130904455384+0j),(-1.9767903903090434+0j),4,5,0.22314355131420976,0.11875669
81,graph_4937.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.39,0.030792021172882267,(0.6038037307540967+0j),3,144.15959122,0.061224489795918366,(0.5868255514069002+0j),(-1.945786664304992+0j),4,6,0.4054651081081644,-0.0776902
82,graph_2866.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.4,0.0074385879873670735,(0.5883784303646452+0j),3,160.79064253,0.18693009118541035,(0.5842397738226507+0j),(-2.2228012104959767+0j),5,7,0.3364722366212129,-0.27445169
83,graph_5936.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.33,0.0009725541693936801,(0.6128935008217528+0j),3,144.26127242,0.025,(0.6123664506282637+0j),(-1.8328913109387646+0j),5,6,0.1823215567939546,
84,graph_2542.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.32,0.04960983749042658,(0.5322588186000057+0j),3,126.00705451,0.13988657844990549,(0.5026912624668872+0j),(-1.6173087117522496+0j),4,5,0.22314355131420976,-0.06248874
85,graph_5514.pickle,100,2820,1,3.339321977944068,0.5696969696969697,22,0.06,0.007919943822840558,(0.16723031109020173+0j),3,98.7602486,0.5674107994657508,(0.16050745318669976+0j),(-0.17455248818726474+0j),2,2,0.0,0.00900446
86,graph_1191.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.41,0.06240388233021821,(0.6239319954323482+0j),3,143.43608285,0.04680851063829787,(0.589922074956386+0j),(-1.7642895281753506+0j),5,6,0.1823215567939546,-0.04708699
87,graph_2324.pickle,100,163,1,0.4885800148186709,0.032929292929292926,4,0.41,0.007121649769551652,(0.6319095688685182+0j),3,166.66357207,0.021739130434782608,(0.6281166886613082+0j),(-2.1154322613368124+0j),5,8,0.47000362924573563,-0.04090141
88,graph_2697.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.36,0.024978847993853748,(0.6152949586605355+0j),3,142.32613016,0.025,(0.6017023928390346+0j),(-1.698603456172816+0j),5,6,0.1823215567939546,
89,graph_2375.pickle,100,1714,1,2.8414149131696336,0.34626262626262627,14,0.1,0.016920106647577926,(0.25079554728456477+0j),3,99.92801992,0.343595741387317,(0.23754118174599076+0j),(-0.298339629551771+0j),2,2,0.0,-0.00251116
90,graph_4551.pickle,100,507,1,1.623340817603092,0.10242424242424242,7,0.26,0.04088172175980498,(0.4407854467926644+0j),3,107.77945509,0.16054101734783888,(0.41412453662342696+0j),(-0.7366259725156274+0j),3,4,0.28768207245178085,-0.11846292
91,graph_4574.pickle,100,384,1,1.3454723665996355,0.07757575757575758,6,0.33,0.021900867755930253,(0.4838805540751566+0j),3,112.41585856,0.13449740443605473,(0.47028920239627175+0j),(-0.9718893029139658+0j),3,4,0.28768207245178085,-0.08683398
92,graph_4037.pickle,100,154,1,0.43178241642553783,0.03111111111111111,4,0.46,0.01144256136779842,(0.6529518439160313+0j),3,187.16105968,0.024324324324324326,(0.6469781027240314+0j),(-2.634528678240497+0j),6,8,0.28768207245178085,0.11685782
93,graph_4018.pickle,100,99,1,-0.01005033585350145,0.02,3,0.58,0.009985961293548673,(0.6931471805599436+0j),inf,395.08585859,0.0,(0.688141693337873+0j),(-4.606575042982733+0j),7,12,0.5389965007326869,-0.23217697
94,graph_4061.pickle,100,150,1,0.4054651081081644,0.030303030303030304,4,0.39,0.016101355346282986,(0.6556855608258857+0j),3,191.99655896,0.02,(0.6472924476292482+0j),(-2.740230226892774+0j),7,9,0.25131442828090617,
95,graph_5186.pickle,100,100,0,0.0,0.020202020202020204,3,0.51,1.1546319456101628e-14,(0.6931471805599515+0j),6,0.0,0.0,(0.6931471805599457+0j),(-34.53862230310294+0j),0,0,0.0,-0.10338573
96,graph_217.pickle,100,1743,1,2.8581928595319295,0.3521212121212121,15,0.09,0.013006249118902247,(0.23601616765922662+0j),3,99.87723096,0.3477361449401088,(0.22569112931051985+0j),(-0.2914567688927298+0j),2,2,0.0,-0.02472791
97,graph_4853.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.34,0.03885564182102064,(0.5356565800276538+0j),3,122.10269337,0.08862350722815839,(0.5126523812077931+0j),(-1.4729700351825674+0j),4,5,0.22314355131420976,-0.03107951
98,graph_4586.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.31,0.006577727557156576,(0.51122960955802+0j),3,129.88915864,0.20152091254752852,(0.5072767648799661+0j),(-1.8057354979044538+0j),4,5,0.22314355131420976,-0.08750954
99,graph_5769.pickle,100,300,1,1.0986122886681098,0.06060606060606061,5,0.29,0.03589326649384672,(0.5341851004521365+0j),3,120.59529056,0.046,(0.5129219112577816+0j),(-1.3192937301090062+0j),4,4,0.0,
100,graph_5162.pickle,100,150,1,0.4054651081081644,0.030303030303030304,4,0.39,0.01632905634117532,(0.656964668029525+0j),3,195.69253497,0.03,(0.6484632826866149+0j),(-2.819420522322402+0j),7,9,0.25131442828090617,
101,graph_3408.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.39,0.02751198253945808,(0.6045806033762579+0j),3,153.30489533,0.0967741935483871,(0.5894366176383274+0j),(-2.2631989379544115+0j),5,7,0.3364722366212129,-0.03304323
102,graph_4007.pickle,100,1985,1,2.9882040071331994,0.401010101010101,16,0.09,0.012855491894714133,(0.22461639314000084+0j),3,99.51363034,0.39549665465774575,(0.21429404314233827+0j),(-0.26443193971418766+0j),2,2,0.0,-0.04313928
103,graph_2713.pickle,100,271,1,0.9969486348916096,0.054747474747474746,6,0.43,0.018479749410354573,(0.5414841286196718+0j),3,119.04210294,0.12936802973977696,(0.5306728256429826+0j),(-1.2501091555057682+0j),3,5,0.5108256237659907,-0.16570111
104,graph_2586.pickle,100,150,1,0.4054651081081644,0.030303030303030304,4,0.39,0.01962099428538111,(0.664323773002788+0j),3,189.69774109,0.01,(0.6541750648729168+0j),(-2.595581567411161+0j),7,9,0.25131442828090617,
105,graph_2426.pickle,100,1690,1,2.8273136219290276,0.3414141414141414,14,0.1,0.008230858378438954,(0.24275193203564724+0j),3,99.97829872,0.34050287254415207,(0.23627416725286202+0j),(-0.30781040807440896+0j),2,2,0.0,-0.03306355
106,graph_4660.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.36,0.002308591117818448,(0.6064566239277325+0j),3,142.49523362,0.02,(0.6051970033422119+0j),(-1.7410699578331648+0j),5,6,0.1823215567939546,
107,graph_3375.pickle,100,200,1,0.6931471805599453,0.04040404040404041,4,0.39,0.026365415528302183,(0.6063861910144825+0j),3,145.35465472,0.05701754385964912,(0.5919042974316621+0j),(-1.8575498884796073+0j),5,6,0.1823215567939546,-0.11435681
108,graph_1452.pickle,100,2429,1,3.190064743014081,0.4907070707070707,19,0.07,0.0036628224510475427,(0.18095089045765164+0j),3,99.05060626,0.4913591659605064,(0.17788967103565917+0j),(-0.21841533812807531+0j),2,2,0.0,-0.02004096
109,graph_3500.pickle,100,135,1,0.30010459245033816,0.02727272727272727,3,0.45,0.014076634469126326,(0.668927772236273+0j),4,220.59543081,0.0,(0.6616907861628147+0j),(-2.77277095246757+0j),7,11,0.4519851237430572,0.1062388
