,GRAPH_IDX,NUM_NODES,NUM_EDGES,IS_CONNECTED,LOGRATIO_EDGETONODES,DENSITY,CHROMATIC_NUM,NORM_MIS,SPECTRAL_GAP,LOG_LARGESTEIGVAL,GIRTH,KEMENY_CONSTANT,TRANSITIVITY,LOG_SECONDLARGESTEIGVAL,LOG_SMALLESTEIGVAL,MIN_ECC,MAX_ECC,LOGRATIO_MAXMINECC,GRAPH_ASSORTATIVITY
13,graph_4039.pickle,20,67,1,1.208960345836975,0.3526315789473684,5,0.35,0.15873105357781592,(0.482800863215313+0j),3,19.96153078,0.3621867881548975,(0.3797206086267374+0j),(-0.644338836839902+0j),2,3,0.4054651081081644,-0.29196249
14,graph_5991.pickle,20,67,1,1.208960345836975,0.3526315789473684,5,0.35,0.04707604941678678,(0.44749897980621556+0j),3,19.89706527,0.38146551724137934,(0.4169447353391946+0j),(-0.6920057812919943+0j),2,3,0.4054651081081644,-0.23136614
15,graph_5701.pickle,20,23,1,0.13976194237515863,0.12105263157894737,3,0.55,0.0701092848147673,(0.6607295967771375+0j),3,31.22463768,0.15789473684210525,(0.6238481101918637+0j),(-2.0570795224786296+0j),3,5,0.5108256237659907,-0.36742597
16,graph_1208.pickle,20,93,1,1.536867219599265,0.48947368421052634,6,0.25,0.049440150571717245,(0.35589083851388353+0j),3,19.09573362,0.4927007299270073,(0.32064156619637724+0j),(-0.4865787866281464+0j),2,2,0.0,-0.16001351
17,graph_1389.pickle,20,67,1,1.208960345836975,0.3526315789473684,4,0.3,0.06439719555560353,(0.48265017198544646+0j),3,20.01961675,0.3188405797101449,(0.44209642161881113+0j),(-0.6506908790882405+0j),2,3,0.4054651081081644,-0.08133362
18,graph_4366.pickle,20,51,1,0.9360933591703348,0.26842105263157895,5,0.55,0.20575181640640072,(0.5320193858899623+0j),3,20.1640199,0.34285714285714286,(0.40320572998900756+0j),(-0.7812124921858148+0j),2,3,0.4054651081081644,-0.45141026
19,graph_5423.pickle,20,76,1,1.33500106673234,0.4,5,0.35,0.1277329279196,(0.4380700546782384+0j),3,19.41687571,0.46308724832214765,(0.3520506466008088+0j),(-0.5501567205006764+0j),2,3,0.4054651081081644,-0.3568878
20,graph_1690.pickle,20,60,1,1.0986122886681098,0.3157894736842105,5,0.3,0.07322077232329205,(0.49658167556032623+0j),3,20.72718682,0.3037974683544304,(0.45099552430732065+0j),(-0.8444794123702425+0j),2,3,0.4054651081081644,-0.04113111
21,graph_1097.pickle,20,26,1,0.26236426446749106,0.1368421052631579,3,0.45,0.03884199569542046,(0.6629682180702227+0j),4,37.01412424,0.0,(0.6427491462459561+0j),(-2.3199385499215786+0j),4,6,0.4054651081081644,0.12804878
22,graph_2687.pickle,20,40,1,0.6931471805599453,0.21052631578947367,3,0.4,0.06242843583217628,(0.5607050641273715+0j),3,23.74408765,0.183206106870229,(0.5244201003628189+0j),(-1.2195650916780978+0j),3,4,0.28768207245178085,-0.11426947
23,graph_2042.pickle,20,50,1,0.9162907318741551,0.2631578947368421,4,0.25,0.1419686703188534,(0.5397714734677349+0j),3,21.92847044,0.21,(0.45339527310729766+0j),(-1.0773499377146896+0j),3,3,0.0,
24,graph_10.pickle,20,57,1,1.0473189942805592,0.3,4,0.4,0.08679739458815039,(0.5020440597902656+0j),3,20.2015338,0.29737609329446063,(0.44807584276951096+0j),(-0.6858961334919115+0j),2,3,0.4054651081081644,-0.27878346
25,graph_3763.pickle,20,20,1,0.0,0.10526315789473684,3,0.55,0.03976940660259243,(0.6931471805599448+0j),6,57.25,0.0,(0.6730621160147979+0j),(-3.2246573406031493+0j),5,9,0.5877866649021191,-0.10275689
26,graph_2984.pickle,20,20,1,0.0,0.10526315789473684,2,0.5,0.02810856632525849,(0.6931471805599453+0j),8,65.6625,0.0,(0.6789932007474473+0j),(-3.5716808976674264+0j),6,10,0.5108256237659907,-0.30584192
27,graph_3205.pickle,20,34,1,0.5306282510621704,0.17894736842105263,4,0.55,0.05186019276421505,(0.5819317061702365+0j),3,23.11653174,0.31213872832369943,(0.5525230791138208+0j),(-1.3086784687594935+0j),3,4,0.28768207245178085,-0.42305824
28,graph_4912.pickle,20,50,1,0.9162907318741551,0.2631578947368421,4,0.3,0.12381349712569856,(0.5248522295290353+0j),3,21.71135883,0.195,(0.4487771645271093+0j),(-0.9680013525693194+0j),3,3,0.0,
29,graph_3872.pickle,20,104,1,1.6486586255873816,0.5473684210526316,7,0.2,0.03537758640870181,(0.33745695327914466+0j),3,18.87058656,0.5346534653465347,(0.31188800265740496+0j),(-0.3587888782550784+0j),2,2,0.0,-0.03601533
30,graph_3309.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.35,0.09024013557517008,(0.5844407588142039+0j),3,23.94553202,0.1791044776119403,(0.5328301180067794+0j),(-1.278620696805239+0j),3,4,0.28768207245178085,-0.14602588
31,graph_4877.pickle,20,29,1,0.371563556432483,0.15263157894736842,4,0.55,0.16962450645258076,(0.5988698975341974+0j),3,22.20284744,0.2785714285714286,(0.5010396627158287+0j),(-0.9478473193225337+0j),2,4,0.6931471805599453,-0.48973551
32,graph_1960.pickle,20,75,1,1.3217558399823195,0.39473684210526316,6,0.3,0.04195944574713195,(0.3881512339923861+0j),3,19.52552071,0.4852941176470588,(0.35927685120580627+0j),(-0.5491533394823127+0j),2,3,0.4054651081081644,-0.25242434
33,graph_2451.pickle,20,75,1,1.3217558399823195,0.39473684210526316,6,0.3,0.11434585224610228,(0.4406570219067301+0j),3,19.49069964,0.4017857142857143,(0.36421376040857145+0j),(-0.5263836058528979+0j),2,3,0.4054651081081644,-0.18221124
34,graph_38.pickle,20,64,1,1.1631508098056809,0.3368421052631579,4,0.35,0.10378405989035389,(0.46564395726170227+0j),3,20.0788459,0.3860045146726862,(0.3982764302032091+0j),(-0.6229145880663015+0j),2,3,0.4054651081081644,-0.23584022
35,graph_1575.pickle,20,75,1,1.3217558399823195,0.39473684210526316,6,0.25,0.06584727914391864,(0.3688294666791356+0j),3,20.42782929,0.49404761904761907,(0.32222385550119126+0j),(-0.8834244656050461+0j),2,3,0.4054651081081644,0.04246461
36,graph_2171.pickle,20,60,1,1.0986122886681098,0.3157894736842105,4,0.25,0.06759644343449134,(0.4746243889269167+0j),3,20.66619098,0.26,(0.4316615516743625+0j),(-0.8400892048514195+0j),2,3,0.4054651081081644,
37,graph_5003.pickle,20,50,1,0.9162907318741551,0.2631578947368421,4,0.35,0.03381038597296082,(0.49989694439148913+0j),3,21.28896913,0.15,(0.47917456208338777+0j),(-0.7849535101560364+0j),2,3,0.4054651081081644,
38,graph_1462.pickle,20,58,1,1.0647107369924282,0.30526315789473685,5,0.25,0.025789696098015957,(0.49348669055480066+0j),3,20.7677311,0.2582781456953642,(0.4776169734200694+0j),(-0.8774351677521485+0j),3,4,0.28768207245178085,-0.18104839
39,graph_2986.pickle,20,63,1,1.1474024528375417,0.33157894736842103,5,0.35,0.08738949877715974,(0.4475920105772779+0j),3,20.09838031,0.4401805869074492,(0.39011506386044487+0j),(-0.7260066159877879+0j),2,3,0.4054651081081644,-0.26498216
40,graph_662.pickle,20,50,1,0.9162907318741551,0.2631578947368421,5,0.3,0.048518950275130424,(0.5273312405475681+0j),3,21.86964822,0.21,(0.4982784530739566+0j),(-1.039777833426561+0j),3,3,0.0,
41,graph_5309.pickle,20,36,1,0.5877866649021191,0.18947368421052632,3,0.45,0.09251883912889536,(0.5872266075407916+0j),3,22.8065916,0.16216216216216217,(0.5344288665445784+0j),(-1.116277569786568+0j),2,3,0.4054651081081644,-0.40486137
42,graph_5930.pickle,20,70,1,1.252762968495368,0.3684210526315789,5,0.35,0.05171222820560395,(0.4630659242795804+0j),3,19.9761348,0.35176991150442477,(0.42997940259369694+0j),(-0.6849683022972253+0j),2,3,0.4054651081081644,-0.01237724
43,graph_4467.pickle,20,106,1,1.667706820558076,0.5578947368421052,7,0.2,0.08148385719485507,(0.353679041728662+0j),3,18.81087959,0.540796963946869,(0.29476749820765263+0j),(-0.36116292114688237+0j),2,2,0.0,-0.11204364
44,graph_485.pickle,20,30,1,0.4054651081081644,0.15789473684210525,3,0.4,0.08907999237435615,(0.6653355582723292+0j),3,30.60434118,0.05,(0.6184576468937709+0j),(-2.015151913177889+0j),4,5,0.22314355131420976,
45,graph_3706.pickle,20,20,0,0.0,0.10526315789473684,3,0.45,0.051160792107601605,(0.6830448761184511+0j),3,0.0,0.23076923076923078,(0.6568650282406842+0j),,0,0,0.0,-0.11111111
46,graph_5034.pickle,20,60,1,1.0986122886681098,0.3157894736842105,4,0.3,0.09516647252463017,(0.5013123694982281+0j),3,20.74452415,0.28662420382165604,(0.44193842890939+0j),(-0.8878098616345551+0j),2,3,0.4054651081081644,0.00943396
47,graph_3363.pickle,20,20,1,0.0,0.10526315789473684,3,0.5,0.012029864682106872,(0.6845220362036843+0j),7,68.30357143,0.0,(0.6784365205775119+0j),(-3.4490416889976476+0j),7,12,0.5389965007326869,-0.14285714
48,graph_2254.pickle,20,50,1,0.9162907318741551,0.2631578947368421,5,0.3,0.02075936501924658,(0.450877166729035+0j),3,23.96421459,0.391304347826087,(0.43756378586397243+0j),(-1.5018223944310527+0j),3,4,0.28768207245178085,0.00049975
49,graph_5350.pickle,20,40,1,0.6931471805599453,0.21052631578947367,5,0.3,0.07891378803535742,(0.5394399896435463+0j),3,23.88790812,0.2,(0.4923351405096695+0j),(-1.142250879541961+0j),3,4,0.28768207245178085,
50,graph_2762.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.4,0.03597214336295296,(0.5374001033934814+0j),3,24.25547561,0.22727272727272727,(0.516158820768993+0j),(-1.402817957424801+0j),3,4,0.28768207245178085,-0.24472574
51,graph_1019.pickle,20,36,1,0.5877866649021191,0.18947368421052632,3,0.5,0.052601644734348696,(0.56215251860351+0j),3,22.02493964,0.1935483870967742,(0.5317119397336254+0j),(-1.0633180997603289+0j),2,3,0.4054651081081644,-0.48892171
52,graph_3695.pickle,20,24,1,0.1823215567939546,0.12631578947368421,3,0.45,0.11369422743256674,(0.6799529825323846+0j),3,45.14164191,0.08333333333333333,(0.620625250110003+0j),(-2.8962897732633452+0j),5,8,0.47000362924573563,0.0
53,graph_1511.pickle,20,84,1,1.4350845252893227,0.4421052631578947,6,0.3,0.058946283127378374,(0.3839265198062446+0j),3,19.24798156,0.5135869565217391,(0.3429450164152829+0j),(-0.5042432360390935+0j),2,3,0.4054651081081644,-0.23462167
54,graph_5032.pickle,20,118,1,1.7749523509116738,0.6210526315789474,7,0.2,0.04822219419842955,(0.33225356854220445+0j),3,18.61100414,0.5898617511520737,(0.2970511287067068+0j),(-0.2610397184255052+0j),2,2,0.0,-0.13148058
55,graph_942.pickle,20,54,1,0.9932517730102834,0.28421052631578947,6,0.55,0.027277173041441394,(0.4511629291739356+0j),3,20.3053868,0.42744063324538256,(0.4336377781706887+0j),(-0.761706170918077+0j),2,3,0.4054651081081644,-0.39782391
56,graph_4594.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.4,0.06259536016358225,(0.5664269554675775+0j),3,23.89488758,0.20300751879699247,(0.5302545743946262+0j),(-1.352358865741144+0j),3,4,0.28768207245178085,-0.06750392
57,graph_4705.pickle,20,29,1,0.371563556432483,0.15263157894736842,3,0.45,0.11080508330580652,(0.638129127023427+0j),3,32.6825117,0.09375,(0.5778098606331414+0j),(-2.2669798718331857+0j),4,6,0.4054651081081644,0.15470852
58,graph_4990.pickle,20,100,1,1.6094379124341003,0.5263157894736842,7,0.2,0.0746490334736849,(0.3727283979139225+0j),3,18.97066504,0.5405690200210748,(0.3199369729544595+0j),(-0.5105541417189369+0j),2,2,0.0,-0.05658499
59,graph_968.pickle,20,36,1,0.5877866649021191,0.18947368421052632,3,0.45,0.19865661124649092,(0.6132874077993263+0j),3,23.02066799,0.1986754966887417,(0.49946230013525905+0j),(-1.2149171102509315+0j),2,4,0.6931471805599453,-0.30241479
60,graph_5446.pickle,20,30,1,0.4054651081081644,0.15789473684210525,3,0.45,0.07163671802032212,(0.6513569837356551+0j),4,27.55923892,0.0,(0.6132947894167489+0j),(-1.6689744897933874+0j),4,5,0.22314355131420976,0.04069767
61,graph_1385.pickle,20,60,1,1.0986122886681098,0.3157894736842105,5,0.3,0.08329015185250332,(0.46379151007397096+0j),3,21.1356512,0.3300970873786408,(0.40998903701588696+0j),(-0.9897444813898493+0j),2,3,0.4054651081081644,-0.17758784
62,graph_2452.pickle,20,50,1,0.9162907318741551,0.2631578947368421,5,0.3,0.054780127709046944,(0.5329911231178703+0j),3,21.57625673,0.165,(0.5003154878056926+0j),(-0.934010485383972+0j),3,3,0.0,
63,graph_4131.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.35,0.11052753651350322,(0.5556908855852503+0j),3,24.40359413,0.2,(0.4901844607534044+0j),(-1.4151881529284538+0j),3,4,0.28768207245178085,
64,graph_511.pickle,20,53,1,0.9745596399981308,0.2789473684210526,5,0.3,0.07068556988384067,(0.46526412816769147+0j),3,22.78502246,0.35,(0.41986044318471083+0j),(-1.248854206358058+0j),3,3,0.0,-0.13751987
65,graph_4767.pickle,20,121,1,1.80005827204275,0.6368421052631579,8,0.15,0.01326208181164712,(0.28950188434222224+0j),3,18.6179142,0.635036496350365,(0.27952379138599925+0j),(-0.32378926406000147+0j),2,2,0.0,-0.01051837
66,graph_4110.pickle,20,60,1,1.0986122886681098,0.3157894736842105,5,0.3,0.11091771919504012,(0.49655893934962086+0j),3,20.55036621,0.29245283018867924,(0.42666541936596897+0j),(-0.7445269736559171+0j),2,3,0.4054651081081644,-0.23931624
67,graph_5515.pickle,20,89,1,1.4929040961781488,0.46842105263157896,6,0.25,0.08708165645656996,(0.4118272134464056+0j),3,19.12039197,0.4866920152091255,(0.3524102091957801+0j),(-0.46607383687089127+0j),2,2,0.0,-0.21715369
68,graph_5859.pickle,20,36,1,0.5877866649021191,0.18947368421052632,3,0.4,0.10445392004380838,(0.5488648997566008+0j),3,24.57213041,0.2535211267605634,(0.4866350559528834+0j),(-1.446844577679358+0j),2,4,0.6931471805599453,-0.2316209
69,graph_5551.pickle,20,40,1,0.6931471805599453,0.21052631578947367,3,0.4,0.0906671949225537,(0.5960624777449829+0j),3,25.38633855,0.21428571428571427,(0.5448159971766714+0j),(-1.5723635221510899+0j),3,5,0.5108256237659907,0.04761905
70,graph_2633.pickle,20,62,1,1.1314021114911006,0.3263157894736842,5,0.35,0.0598826438062825,(0.49904741485506565+0j),3,20.39476678,0.30919220055710306,(0.46201482058624793+0j),(-0.7608609818655704+0j),2,3,0.4054651081081644,-0.0401438
71,graph_1093.pickle,20,51,1,0.9360933591703348,0.26842105263157895,4,0.35,0.03436281730642787,(0.5162333342521772+0j),3,20.92276634,0.2669039145907473,(0.49551365985501866+0j),(-0.7293547284685087+0j),2,3,0.4054651081081644,-0.22625211
72,graph_4452.pickle,20,58,1,1.0647107369924282,0.30526315789473685,5,0.3,0.028767402992574853,(0.4290379584697089+0j),3,22.09443876,0.40955631399317405,(0.41012883343621764+0j),(-1.2578251570875114+0j),3,3,0.0,-0.01411418
73,graph_4139.pickle,20,24,1,0.1823215567939546,0.12631578947368421,3,0.45,0.04023070066209389,(0.6651830733906289+0j),5,41.38258572,0.0,(0.6442803282610101+0j),(-2.7202745444204766+0j),5,8,0.47000362924573563,0.16666667
74,graph_2457.pickle,20,60,1,1.0986122886681098,0.3157894736842105,5,0.3,0.12475639051720022,(0.4977502900311939+0j),3,20.69753904,0.2981366459627329,(0.4188813101274658+0j),(-0.877273270842292+0j),2,3,0.4054651081081644,-0.12458655
75,graph_4403.pickle,20,22,1,0.09531017980432493,0.11578947368421053,3,0.5,0.036740351065013055,(0.6801742593245126+0j),6,50.7365856,0.0,(0.6613888707086752+0j),(-3.0665409195260827+0j),6,10,0.5108256237659907,0.08333333
76,graph_702.pickle,20,36,1,0.5877866649021191,0.18947368421052632,3,0.45,0.07457287762619735,(0.5648998552593953+0j),3,22.82143458,0.2037037037037037,(0.5215867433517608+0j),(-1.0839980063296013+0j),2,4,0.6931471805599453,-0.3185654
77,graph_4914.pickle,20,66,1,1.1939224684724346,0.3473684210526316,5,0.3,0.07049906058454058,(0.4769033239867235+0j),3,20.22901118,0.36778846153846156,(0.43215807531996725+0j),(-0.7680635325543339+0j),2,3,0.4054651081081644,-0.10433803
78,graph_1170.pickle,20,49,1,0.8960880245566357,0.2578947368421053,5,0.4,0.03252535345136076,(0.5005961767046071+0j),3,21.40812583,0.375,(0.48068335956743186+0j),(-0.9171184088580868+0j),2,4,0.6931471805599453,-0.13832547
79,graph_3759.pickle,20,51,1,0.9360933591703348,0.26842105263157895,4,0.35,0.11638843442723501,(0.5309500613690942+0j),3,21.06130729,0.28222996515679444,(0.46005349741935214+0j),(-0.9041081668646411+0j),2,4,0.6931471805599453,-0.2792156
80,graph_2110.pickle,20,75,1,1.3217558399823195,0.39473684210526316,5,0.4,0.05604066824859144,(0.4083213598160343+0j),3,19.46112312,0.4854368932038835,(0.37035581621688507+0j),(-0.5544226226777458+0j),2,3,0.4054651081081644,-0.31414268
81,graph_4937.pickle,20,25,1,0.22314355131420976,0.13157894736842105,3,0.45,0.11213524552256526,(0.6814104968673422+0j),3,38.65454545,0.14285714285714285,(0.6230082594869077+0j),(-2.311053290657979+0j),5,6,0.1823215567939546,0.10714286
82,graph_2866.pickle,20,84,1,1.4350845252893227,0.4421052631578947,6,0.35,0.022999315074708537,(0.40470441692221165+0j),3,19.15709807,0.45479833101529904,(0.38924092630866164+0j),(-0.4071887159633555+0j),2,3,0.4054651081081644,-0.29104028
83,graph_5936.pickle,20,51,1,0.9360933591703348,0.26842105263157895,4,0.3,0.04191524148830528,(0.48186209204097846+0j),3,21.33870853,0.3111111111111111,(0.4556328902301544+0j),(-0.9800340163167081+0j),2,3,0.4054651081081644,-0.32831031
84,graph_2542.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.3,0.09125977717650846,(0.5473255122930892+0j),3,24.79506189,0.25,(0.49308755234384033+0j),(-1.4373919708794676+0j),3,4,0.28768207245178085,
85,graph_5514.pickle,20,20,1,0.0,0.10526315789473684,2,0.55,0.039513886956735744,(0.6931471805599452+0j),8,58.35,0.0,(0.6731924593501374+0j),(-3.231103100335921+0j),6,10,0.5108256237659907,-0.17647059
86,graph_1191.pickle,20,23,1,0.13976194237515863,0.12105263157894737,3,0.7,0.14214488084379728,(0.6799292672483779+0j),4,28.85642063,0.0,(0.6051862102242926+0j),(-1.8507449987700464+0j),3,6,0.6931471805599453,-0.52777778
87,graph_2324.pickle,20,68,1,1.2237754316221157,0.35789473684210527,5,0.3,0.0638252328537452,(0.4282092229601552+0j),3,19.90601574,0.45180722891566266,(0.3857261494659951+0j),(-0.7200360710988114+0j),2,3,0.4054651081081644,-0.24530062
88,graph_2697.pickle,20,102,1,1.62924053973028,0.5368421052631579,6,0.25,0.111547462636155,(0.3768773383894089+0j),3,18.90597395,0.5206611570247934,(0.2972694875666718+0j),(-0.3889099096253028+0j),2,2,0.0,-0.0111959
89,graph_2375.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.4,0.10044664592789099,(0.6087293160345367+0j),3,23.48310744,0.1,(0.5525322625431696+0j),(-1.152211256583336+0j),3,4,0.28768207245178085,
90,graph_4551.pickle,20,57,1,1.0473189942805592,0.3,4,0.35,0.05884961276460321,(0.5013381176725201+0j),3,20.55379117,0.2222222222222222,(0.4650409088756734+0j),(-0.7462948549621206+0j),2,3,0.4054651081081644,-0.12656784
91,graph_4574.pickle,20,20,1,0.0,0.10526315789473684,3,0.45,0.054152622219119984,(0.6931471805599438+0j),4,60.625,0.0,(0.665697552004093+0j),(-2.9159488816083723+0j),5,9,0.5877866649021191,0.10652921
92,graph_4037.pickle,20,84,1,1.4350845252893227,0.4421052631578947,6,0.3,0.07184103609711423,(0.40538971620112546+0j),3,19.31541907,0.5061728395061729,(0.35630699246651387+0j),(-0.5235656659239373+0j),2,3,0.4054651081081644,-0.2141157
93,graph_4018.pickle,20,72,1,1.2809338454620642,0.37894736842105264,6,0.2,0.09572115688705507,(0.37965677933616176+0j),3,21.29928959,0.5324675324675324,(0.31193187900242925+0j),(-1.2268641146843884+0j),2,3,0.4054651081081644,-0.00389105
94,graph_4061.pickle,20,56,1,1.0296194171811581,0.29473684210526313,4,0.3,0.06428153089185229,(0.4384891950807627+0j),3,22.76239425,0.3927272727272727,(0.3961428714864259+0j),(-1.3526211120970186+0j),2,3,0.4054651081081644,0.04973669
95,graph_5186.pickle,20,22,1,0.09531017980432493,0.11578947368421053,3,0.45,0.049268920234819547,(0.671828802991368+0j),7,50.56436211,0.0,(0.6463414784014145+0j),(-3.0508558083642874+0j),5,9,0.5877866649021191,0.08333333
96,graph_217.pickle,20,91,1,1.5151272329628591,0.4789473684210526,7,0.2,0.07638668698111273,(0.35048112311895613+0j),3,19.48065292,0.5291777188328912,(0.2951767461548362+0j),(-0.668359190713913+0j),2,2,0.0,-0.15405405
97,graph_4853.pickle,20,19,1,-0.05129329438755058,0.1,2,0.5,0.1339745962155645,(0.6931471805599466+0j),inf,36.92105263,0.0,(0.6238107163648712+0j),(-2.010105077484757+0j),3,5,0.5108256237659907,-0.34705546
98,graph_4586.pickle,20,19,1,-0.05129329438755058,0.1,2,0.7,0.05138212996149005,(0.6931471805599466+0j),inf,42.39473684,0.0,(0.6671203366734643+0j),(-2.968464833089801+0j),4,6,0.4054651081081644,-0.62374323
99,graph_5769.pickle,20,60,1,1.0986122886681098,0.3157894736842105,5,0.3,0.10401290517087025,(0.46229092912486813+0j),3,20.9171328,0.3333333333333333,(0.3945350865357147+0j),(-0.9825159809842454+0j),2,3,0.4054651081081644,-0.08108108
100,graph_5162.pickle,20,75,1,1.3217558399823195,0.39473684210526316,6,0.35,0.06180858432556047,(0.41584740156155037+0j),3,19.57176256,0.47029702970297027,(0.3742124452868705+0j),(-0.5853166198708625+0j),2,3,0.4054651081081644,-0.28449432
101,graph_3408.pickle,20,50,1,0.9162907318741551,0.2631578947368421,5,0.25,0.03679691936302598,(0.48415772732427237+0j),3,21.86680498,0.24,(0.46122184904294133+0j),(-0.9685743967886383+0j),3,3,0.0,
102,graph_4007.pickle,20,20,0,0.0,0.10526315789473684,3,0.5,0.052619468276817516,(0.693147180559943+0j),3,0.0,0.12,(0.6664851524514294+0j),(-37.37263532769832+0j),0,0,0.0,0.08571429
103,graph_2713.pickle,20,19,1,-0.05129329438755058,0.1,2,0.75,0.08028688177452525,(0.693147180559945+0j),inf,34.28947368,0.0,(0.652175757284871+0j),(-2.5221490365738943+0j),3,5,0.5108256237659907,-0.60246441
104,graph_2586.pickle,20,23,1,0.13976194237515863,0.12105263157894737,3,0.55,0.058268375572897435,(0.6660296367432624+0j),4,32.5985648,0.0,(0.6356373909710953+0j),(-2.1822604232475675+0j),4,7,0.5596157879354227,-0.42937853
105,graph_2426.pickle,20,40,1,0.6931471805599453,0.21052631578947367,4,0.35,0.07156075553993024,(0.5903632571974791+0j),3,22.94382604,0.05,(0.5499019557305185+0j),(-1.0454900658610475+0j),3,4,0.28768207245178085,
106,graph_4660.pickle,20,84,1,1.4350845252893227,0.4421052631578947,6,0.35,0.03651479845112071,(0.4061306418699555+0j),3,19.26100655,0.48760330578512395,(0.3815028489636614+0j),(-0.5065495009060887+0j),2,3,0.4054651081081644,-0.21087909
107,graph_3375.pickle,20,60,1,1.0986122886681098,0.3157894736842105,5,0.3,0.0845039939765595,(0.46498653115451505+0j),3,20.5740914,0.3100303951367781,(0.4104451885378536+0j),(-0.7630656471439772+0j),2,3,0.4054651081081644,-0.11690942
108,graph_1452.pickle,20,30,1,0.4054651081081644,0.15789473684210525,3,0.4,0.046658212974346025,(0.6136930956493314+0j),3,29.6916965,0.1,(0.5881103021063174+0j),(-1.8254824537168592+0j),4,5,0.22314355131420976,
109,graph_3500.pickle,20,57,1,1.0473189942805592,0.3,4,0.25,0.015605303629510958,(0.42305296137205045+0j),3,21.89311545,0.3736654804270463,(0.4127781967231778+0j),(-1.1747702076211062+0j),2,3,0.4054651081081644,-0.15314586
